,Label,Title,Topic,Type,Category,Date/Time,Page,Kennziffer,Aktivität,Ort,User,Code,Referrer,Link,Benutzernamen.Column2,Status,Abfrage,Eingabe 1,Eingabe 2,Eingabe 3,Eingabe 4,Eingabe 5,Eingabe 6,Eingabe 7,Eingabe 8,Eingabe 9,Eingabe 10,Task,ResponsTask,Aufgabenniveau,Test,Testergebnis 1,Testergebnis 2
75,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:57:42,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,DA10GH,,,,,,,,,,,,,,,,,,
76,ks1c1ue7_1,Ball auf Boden,Kraft und Wirkung,Üben Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:57:43,KS1c1Ãœ7_1: Keine Aussage Ã¼ber Kraft,KS1c1U7_1, Keine Aussage Ã¼ber Kraft,ks1c1ue7_1-keine-aussage-ueber-kraft,LBenutzer HE1021-905,HE1021-905,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c1ue7_1-keine-aussage-ueber-kraft/,BÜ26LI,,,,,,,,,,,,,,,,,,
77,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:57:47,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,BR26AN,,,,,,,,,,,,,,,,,,
78,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:03,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,SA20AN,,,,,,,,,,,,,,,,,,
79,Tour,,,,,04/10/2021 11:58:03,EinfÃ¼hrungs-Tour,Einfuhrung,,einfuehrungs-tour,LBenutzer HE1021-916,HE1021-916,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/einfuehrungs-tour/,CA31IT,,,,,,,,,,,,,,,,,,
80,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:04,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,OF29VL,,,,,,,,,,,,,,,,,,
81,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:06,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,MA05HE,,,,,,,,,,,,,,,,,,
82,Übersicht,,,,,04/10/2021 11:58:07,Kraft,Kraft,,kraft-2,LBenutzer HE1021-916,HE1021-916,https://lenvi.l3hrit.de/einfuehrungs-tour/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,CA31IT,,,,,,,,,,,,,,,,,,
83,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:12,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,BA05BR,,,,,,,,,,,,,,,,,,
84,Startseite,,,,,04/10/2021 11:58:13,Startseite,Startseite,,startseite,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/,HÄ09MO,,,,,,,,,,,,,,,,,,
85,ks1a1k1_1a,keine aussage ueber kraft,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:15,KS1a1K1_1A: Keine Aussage Ã¼ber Kraft,KS1a1K1_1A, Keine Aussage Ã¼ber Kraft,ks1a1k1_1a-keine-aussage-ueber-kraft,LBenutzer HE1021-910,HE1021-910,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1k1_1a-keine-aussage-ueber-kraft/,GI13SA,,,,,,,,,,,,,,,,,,
86,Tour,,,,,04/10/2021 11:58:19,EinfÃ¼hrungs-Tour,Einfuhrung,,einfuehrungs-tour,LBenutzer HE1021-915,HE1021-915,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/einfuehrungs-tour/,LU28RE,,,,,,,,,,,,,,,,,,
87,Übersicht,,,,,04/10/2021 11:58:25,Kraft,Kraft,,kraft-2,LBenutzer HE1021-915,HE1021-915,https://lenvi.l3hrit.de/einfuehrungs-tour/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,LU28RE,,,,,,,,,,,,,,,,,,
88,ks1a1b2_1a,keine aussage ueber kraft anhand serienbild,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:27,KS1a1B2_1A: Keine Aussage Ã¼ber Kraft anhand Serienbild,KS1a1B2_1A, Keine Aussage Ã¼ber Kraft anhand Serienbild,ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,SA20AN,,,,,,,,,,,,,,,,,,
89,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:27,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,BR26AN,,,,,,,,,,,,,,,,,,
90,ks1a,,,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:29,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,BA05BR,,,,,,,,,,,,,,,,,,
91,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:29,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,AS20UR,,,,,,,,,,,,,,,,,,
92,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:32,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,DA10GH,,,,,,,,,,,,,,,,,,
93,Übersicht,,,,,04/10/2021 11:58:34,Kraft,Kraft,,kraft-2,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,BA05BR,,,,,,,,,,,,,,,,,,
94,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:35,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,MA05HE,,,,,,,,,,,,,,,,,,
95,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:37,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-909,HE1021-909,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,LI27AN,,,,,,,,,,,,,,,,,,
96,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:42,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,SA20AN,,,,,,,,,,,,,,,,,,
97,Tour,,,,,04/10/2021 11:58:46,EinfÃ¼hrungs-Tour,Einfuhrung,,einfuehrungs-tour,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/,https://lenvi.l3hrit.de/einfuehrungs-tour/,HÄ09MO,,,,,,,,,,,,,,,,,,
98,ks1a1b2_1a,keine aussage ueber kraft anhand serienbild,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:47,KS1a1B2_1A: Keine Aussage Ã¼ber Kraft anhand Serienbild,KS1a1B2_1A, Keine Aussage Ã¼ber Kraft anhand Serienbild,ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,DA10GH,,,,,,,,,,,,,,,,,,
99,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:50,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,OF29VL,,,,,,,,,,,,,,,,,,
100,Übersicht,,,,,04/10/2021 11:58:50,Kraft,Kraft,,kraft-2,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/einfuehrungs-tour/,https://lenvi.l3hrit.de/online-lernen/kraft-2/,HÄ09MO,,,,,,,,,,,,,,,,,,
101,ks2a,,,Erarbeiten Grundwissen,Mehrkraftsysteme,04/10/2021 11:58:53,KS2a: Erarbeiten des Grundwissens,KS2a, Erarbeiten des Grundwissens,ks2a-erarbeiten-des-grundwissens,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,BA05BR,,,,,,,,,,,,,,,,,,
102,ks1a,,,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:56,KS1a: Erarbeiten des Grundwissens,KS1a, Erarbeiten des Grundwissens,ks1a-erarbeiten-des-grundwissens,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,HÄ09MO,,,,,,,,,,,,,,,,,,
103,ks1c2ue9_1,Personen schieben ein Auto,Kraft als Vektor,Üben Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:57,KS1c2Ãœ9_1: Pfeile verschiedener Angriffspunkte zeichnen,KS1c2U9_1, Pfeile verschiedener Angriffspunkte zeichnen,ks1c2ue9_1-pfeile-verschiedener-angriffspunkte-zeichnen,LBenutzer HE1021-905,HE1021-905,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1c-ueben-des-grundwissens/ks1c2ue9_1-pfeile-verschiedener-angriffspunkte-zeichnen/,BÜ26LI,,,,,,,,,,,,,,,,,,
104,ks1a1b1_1a,kraft identifizieren anhand von serienbildern,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:58:59,KS1a1B1_1A: Kraft identifizieren anhand von Serienbildern,KS1a1B1_1A, Kraft identifizieren anhand von Serienbildern,ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern,LBenutzer HE1021-907,HE1021-907,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,GI11SI,,,,,,,,,,,,,,,,,,
105,ks2a1,,Verschieben von Kräften,Erarbeiten Grundwissen,Mehrkraftsysteme,04/10/2021 11:59:00,KS2a1: Verschieben von KrÃ¤ften,KS2a1, Verschieben von KrÃ¤ften,ks2a1-verschieben-von-kraeften,LBenutzer HE1021-906,HE1021-906,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks2a-erarbeiten-des-grundwissens/ks2a1-verschieben-von-kraeften/,BA05BR,,,,,,,,,,,,,,,,,,
106,ks1a1b2_1a,keine aussage ueber kraft anhand serienbild,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:01,KS1a1B2_1A: Keine Aussage Ã¼ber Kraft anhand Serienbild,KS1a1B2_1A, Keine Aussage Ã¼ber Kraft anhand Serienbild,ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild,LBenutzer HE1021-900,HE1021-900,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,OF29VL,,,,,,,,,,,,,,,,,,
107,ks1a1b3_1a,identifizieren durch verformung,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:02,KS1a1B3_1A: Identifizieren durch Verformung,KS1a1B3_1A, Identifizieren durch Verformung,ks1a1b3_1a-identifizieren-durch-verformung,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b3_1a-identifizieren-durch-verformung/,SA20AN,,,,,,,,,,,,,,,,,,
108,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:03,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-902,HE1021-902,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,HÄ09MO,,,,,,,,,,,,,,,,,,
109,ks1a1b4_1a,situation konstruieren kraftwirkung erkennbar,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:03,"KS1a1B4_1A: Situation konstruieren, Kraftwirkung erkennbar",KS1a1B4_1A," Situation konstruieren, Kraftwirkung erkennbar",ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar/,BR26AN,,,,,,,,,,,,,,,,,,
110,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:06,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b3_1a-identifizieren-durch-verformung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,SA20AN,,,,,,,,,,,,,,,,,,
111,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:09,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-909,HE1021-909,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,LI27AN,,,,,,,,,,,,,,,,,,
112,ks1a1b2_1a,keine aussage ueber kraft anhand serienbild,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:10,KS1a1B2_1A: Keine Aussage Ã¼ber Kraft anhand Serienbild,KS1a1B2_1A, Keine Aussage Ã¼ber Kraft anhand Serienbild,ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,MA05HE,,,,,,,,,,,,,,,,,,
113,ks1a1b4_1a,situation konstruieren kraftwirkung erkennbar,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:15,"KS1a1B4_1A: Situation konstruieren, Kraftwirkung erkennbar",KS1a1B4_1A," Situation konstruieren, Kraftwirkung erkennbar",ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar/,SA20AN,,,,,,,,,,,,,,,,,,
114,ks1e,,,Testen Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:16,KS1e: Testen des Grundwissens,KS1e, Testen des Grundwissens,ks1e-testen-des-grundwissens,LBenutzer HE1021-915,HE1021-915,https://lenvi.l3hrit.de/online-lernen/kraft-2/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1e-testen-des-grundwissens/,LU28RE,,,,,,,,,,,,,,,,,,
115,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:17,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-908,HE1021-908,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b1_1a-kraft-identifizieren-anhand-von-serienbildern/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,AS20UR,,,,,,,,,,,,,,,,,,
116,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:20,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-901,HE1021-901,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,MA05HE,,,,,,,,,,,,,,,,,,
117,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:21,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-912,HE1021-912,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,BR26AN,,,,,,,,,,,,,,,,,,
118,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:23,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-911,HE1021-911,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b4_1a-situation-konstruieren-kraftwirkung-erkennbar/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,SA20AN,,,,,,,,,,,,,,,,,,
119,ka1a1,,Kraft und Wirkung,Erarbeiten Grundwissen,Grundgrößen zur Kraft,04/10/2021 11:59:24,KS1a1: Kraft und Wirkung,KS1a1, Kraft und Wirkung,ka1a1-kraft-und-wirkung,LBenutzer HE1021-913,HE1021-913,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/ks1a1b2_1a-keine-aussage-ueber-kraft-anhand-serienbild/,https://lenvi.l3hrit.de/online-lernen/kraft-2/ks1a-erarbeiten-des-grundwissens/ka1a1-kraft-und-wirkung/,DA10GH,,,,,,,,,,,,,,,,,,
